valence,arousal
-0.497,0.460
-0.540,0.474
-0.458,0.437
-0.476,0.414
-0.502,0.427
-0.433,0.429
-0.446,0.409
-0.468,0.422
-0.418,0.417
-0.488,0.431
-0.462,0.436
-0.435,0.428
-0.441,0.423
-0.484,0.433
-0.445,0.394
-0.448,0.397
-0.463,0.389
-0.405,0.393
-0.447,0.384
-0.447,0.384
-0.394,0.387
-0.444,0.401
-0.431,0.409
-0.431,0.412
-0.420,0.387
-0.447,0.403
-0.423,0.376
-0.452,0.392
-0.486,0.392
-0.396,0.382
-0.417,0.390
-0.431,0.406
-0.370,0.385
-0.448,0.390
-0.441,0.395
-0.408,0.398
-0.397,0.391
-0.401,0.405
-0.355,0.393
-0.374,0.406
-0.374,0.419
-0.309,0.400
-0.344,0.419
-0.370,0.409
-0.325,0.405
-0.389,0.418
-0.394,0.399
-0.332,0.384
-0.311,0.382
-0.325,0.399
-0.332,0.375
-0.345,0.372
-0.345,0.363
-0.326,0.354
-0.376,0.357
-0.361,0.349
-0.471,0.278
-0.460,0.256
-0.623,0.493
-0.561,0.493
-0.488,0.472
-0.567,0.528
-0.483,0.327
-0.435,0.248
-0.567,0.445
-0.575,0.453
-0.494,0.429
-0.472,0.417
-0.612,0.483
-0.557,0.492
-0.607,0.458
-0.555,0.434
-0.527,0.472
-0.510,0.416
-0.626,0.485
-0.598,0.447
-0.665,0.552
-0.595,0.468
-0.541,0.519
-0.488,0.454
-0.632,0.543
-0.590,0.457
-0.671,0.463
-0.618,0.543
-0.541,0.530
-0.604,0.502
-0.686,0.577
-0.636,0.435
-0.618,0.480
-0.655,0.517
-0.617,0.503
-0.631,0.511
-0.699,0.538
-0.669,0.484
-0.697,0.522
-0.678,0.572
-0.642,0.549
-0.704,0.588
-0.698,0.424
-0.631,0.486
-0.657,0.518
-0.630,0.562
-0.539,0.500
-0.680,0.515
-0.590,0.510
-0.583,0.566
-0.679,0.499
-0.597,0.498
-0.608,0.506
-0.710,0.497
-0.635,0.492
-0.646,0.526
-0.686,0.435
-0.658,0.511
-0.603,0.526
-0.693,0.523
-0.687,0.582
-0.701,0.557
-0.658,0.546
-0.698,0.508
-0.670,0.570
-0.624,0.550
-0.676,0.556
-0.708,0.578
-0.662,0.491
-0.755,0.528
-0.762,0.497
-0.644,0.454
-0.682,0.499
-0.687,0.547
-0.664,0.492
-0.765,0.489
-0.738,0.454
-0.659,0.489
-0.648,0.494
-0.673,0.521
-0.701,0.459
-0.692,0.463
-0.698,0.472
-0.719,0.448
-0.709,0.486
-0.649,0.526
-0.623,0.486
-0.674,0.468
-0.717,0.445
-0.621,0.489
-0.621,0.486
-0.648,0.511
-0.698,0.453
-0.670,0.448
-0.770,0.435
-0.716,0.476
-0.683,0.443
-0.709,0.513
-0.736,0.446
-0.749,0.484
-0.801,0.428
-0.708,0.439
-0.747,0.438
-0.685,0.493
-0.758,0.424
-0.765,0.450
-0.817,0.388
-0.765,0.451
-0.716,0.425
-0.721,0.520
-0.751,0.436
-0.736,0.378
-0.786,0.357
-0.756,0.442
-0.766,0.433
-0.679,0.482
-0.775,0.413
-0.737,0.444
-0.801,0.425
-0.747,0.446
-0.801,0.477
-0.698,0.516
-0.788,0.444
-0.739,0.478
-0.799,0.468
-0.786,0.465
-0.809,0.413
-0.670,0.483
-0.817,0.526
-0.811,0.538
-0.784,0.436
-0.724,0.468
-0.811,0.480
-0.784,0.464
-0.815,0.483
-0.804,0.462
-0.794,0.483
-0.715,0.494
-0.830,0.411
-0.772,0.476
-0.827,0.484
-0.729,0.450
-0.745,0.477
-0.743,0.493
-0.837,0.507
-0.816,0.498
-0.809,0.529
-0.751,0.486
-0.729,0.520
-0.715,0.490
-0.814,0.504
-0.784,0.518
-0.803,0.573
-0.763,0.520
-0.736,0.554
-0.739,0.540
-0.795,0.556
-0.833,0.573
-0.800,0.621
-0.756,0.559
-0.731,0.593
-0.751,0.555
-0.786,0.563
-0.836,0.587
-0.765,0.612
-0.728,0.573
-0.725,0.594
-0.768,0.582
-0.761,0.593
-0.809,0.582
-0.756,0.607
-0.779,0.585
-0.740,0.600
-0.769,0.546
-0.768,0.576
-0.786,0.514
-0.783,0.572
-0.787,0.539
-0.767,0.587
-0.779,0.551
-0.780,0.556
-0.778,0.493
-0.768,0.541
-0.785,0.553
-0.731,0.566
-0.768,0.500
-0.728,0.547
-0.710,0.533
-0.714,0.544
-0.757,0.493
-0.733,0.536
-0.742,0.443
-0.712,0.439
-0.758,0.550
-0.715,0.574
-0.774,0.513
-0.721,0.572
-0.764,0.492
-0.767,0.512
-0.734,0.564
-0.695,0.520
-0.646,0.445
-0.686,0.506
-0.679,0.437
-0.680,0.432
-0.716,0.529
-0.632,0.471
-0.621,0.384
-0.622,0.434
-0.649,0.399
-0.658,0.443
-0.581,0.443
-0.594,0.416
-0.587,0.305
-0.561,0.394
-0.591,0.299
-0.604,0.350
-0.549,0.357
-0.554,0.349
-0.551,0.323
-0.543,0.319
-0.520,0.301
-0.493,0.314
-0.453,0.365
-0.468,0.332
-0.479,0.258
-0.425,0.314
-0.431,0.218
-0.415,0.221
-0.473,0.273
-0.473,0.279
-0.477,0.169
-0.452,0.240
-0.484,0.179
-0.524,0.187
-0.598,0.236
-0.581,0.225
-0.520,0.159
-0.543,0.171
-0.551,0.169
-0.581,0.182
-0.607,0.207
-0.588,0.220
-0.583,0.196
-0.613,0.229
-0.571,0.206
-0.607,0.210
-0.610,0.213
-0.615,0.229
-0.602,0.203
-0.651,0.252
-0.625,0.231
-0.613,0.227
-0.646,0.261
-0.631,0.255
-0.639,0.239
-0.656,0.275
-0.670,0.311
-0.650,0.270
-0.679,0.304
-0.667,0.295
-0.611,0.226
-0.661,0.271
-0.684,0.307
-0.657,0.265
-0.717,0.334
-0.672,0.295
-0.678,0.289
-0.676,0.288
-0.686,0.301
-0.669,0.244
-0.718,0.316
-0.704,0.303
-0.692,0.251
-0.690,0.256
-0.673,0.274
-0.670,0.240
-0.715,0.297
-0.745,0.311
-0.713,0.264
-0.707,0.265
-0.688,0.282
-0.692,0.239
-0.690,0.274
-0.716,0.294
-0.648,0.217
-0.640,0.201
-0.667,0.267
-0.678,0.231
-0.686,0.264
-0.707,0.308
-0.684,0.235
-0.673,0.245
-0.669,0.226
-0.668,0.221
-0.630,0.209
-0.714,0.305
-0.705,0.284
-0.722,0.258
-0.688,0.237
-0.672,0.266
-0.627,0.211
-0.711,0.309
-0.714,0.329
-0.673,0.269
-0.674,0.303
-0.666,0.298
-0.639,0.253
-0.714,0.340
-0.677,0.298
-0.697,0.308
-0.648,0.265
-0.665,0.274
-0.649,0.270
-0.693,0.303
-0.701,0.317
-0.770,0.378
-0.733,0.329
-0.736,0.318
-0.727,0.323
-0.739,0.328
-0.726,0.333
-0.756,0.333
-0.712,0.293
-0.707,0.310
-0.704,0.296
-0.740,0.346
-0.708,0.340
-0.722,0.350
-0.685,0.324
-0.692,0.306
-0.738,0.369
-0.740,0.342
-0.676,0.309
-0.684,0.299
-0.638,0.282
-0.635,0.292
-0.700,0.328
-0.698,0.318
-0.681,0.297
-0.687,0.337
-0.642,0.304
-0.637,0.302
-0.680,0.314
-0.656,0.303
-0.622,0.271
-0.626,0.274
-0.579,0.250
-0.590,0.273
-0.654,0.305
-0.650,0.294
-0.659,0.292
-0.628,0.280
-0.616,0.294
-0.624,0.336
-0.674,0.361
-0.666,0.314
-0.639,0.280
-0.642,0.276
-0.621,0.279
-0.672,0.335
-0.706,0.363
-0.672,0.308
-0.654,0.290
-0.697,0.347
-0.644,0.301
-0.723,0.359
-0.709,0.354
-0.699,0.319
-0.660,0.302
-0.711,0.341
-0.646,0.294
-0.705,0.306
-0.683,0.314
-0.718,0.332
-0.695,0.310
-0.728,0.320
-0.701,0.313
-0.712,0.300
-0.721,0.332
-0.731,0.344
-0.701,0.316
-0.719,0.303
-0.734,0.355
-0.728,0.325
-0.710,0.312
-0.719,0.308
-0.708,0.299
-0.707,0.308
-0.721,0.334
-0.698,0.282
-0.689,0.304
-0.701,0.284
-0.696,0.295
-0.714,0.314
-0.690,0.293
-0.702,0.286
-0.733,0.322
-0.695,0.301
-0.726,0.330
-0.712,0.311
-0.715,0.335
-0.675,0.269
-0.698,0.306
-0.716,0.339
-0.724,0.338
-0.733,0.318
-0.715,0.332
-0.716,0.316
-0.726,0.334
-0.734,0.362
-0.743,0.323
-0.741,0.351
-0.732,0.346
-0.716,0.304
-0.752,0.351
-0.762,0.378
-0.766,0.381
-0.759,0.378
-0.729,0.335
-0.785,0.375
-0.777,0.385
-0.758,0.390
-0.776,0.391
-0.761,0.406
-0.761,0.378
-0.746,0.359
-0.774,0.441
-0.754,0.384
-0.761,0.381
-0.751,0.372
-0.730,0.374
-0.746,0.366
-0.715,0.361
-0.723,0.354
-0.737,0.391
-0.724,0.383
-0.708,0.369
-0.688,0.316
-0.715,0.384
-0.698,0.372
-0.739,0.400
-0.719,0.364
-0.711,0.387
-0.717,0.356
-0.726,0.403
-0.722,0.418
-0.795,0.494
-0.741,0.422
-0.743,0.459
-0.764,0.456
-0.767,0.475
-0.777,0.485
-0.797,0.478
-0.764,0.404
-0.774,0.492
-0.779,0.462
-0.780,0.486
-0.798,0.475
-0.783,0.464
-0.772,0.432
-0.780,0.465
-0.780,0.440
-0.774,0.454
-0.777,0.441
-0.779,0.438
-0.771,0.409
-0.751,0.413
-0.785,0.461
-0.784,0.464
-0.736,0.432
-0.787,0.470
-0.773,0.420
-0.786,0.475
-0.778,0.438
-0.792,0.461
-0.758,0.450
-0.800,0.486
-0.798,0.439
-0.802,0.499
-0.785,0.462
-0.770,0.439
-0.756,0.428
-0.782,0.453
-0.789,0.437
-0.798,0.469
-0.808,0.464
-0.792,0.429
-0.779,0.430
-0.801,0.455
-0.786,0.404
-0.794,0.462
-0.795,0.431
-0.777,0.411
-0.769,0.434
-0.795,0.448
-0.771,0.387
-0.788,0.434
-0.775,0.425
-0.775,0.430
-0.777,0.459
-0.783,0.420
-0.776,0.397
-0.773,0.454
-0.764,0.411
-0.757,0.392
-0.773,0.422
-0.773,0.389
-0.758,0.368
-0.754,0.393
-0.752,0.339
-0.764,0.374
-0.781,0.381
-0.742,0.299
-0.735,0.271
-0.752,0.339
-0.753,0.316
-0.765,0.375
-0.755,0.356
-0.747,0.316
-0.730,0.281
-0.761,0.307
-0.752,0.291
-0.775,0.369
-0.747,0.337
-0.729,0.304
-0.708,0.261
-0.717,0.307
-0.734,0.342
-0.724,0.338
-0.710,0.321
-0.717,0.293
-0.697,0.294
-0.725,0.318
-0.715,0.320
-0.720,0.328
-0.726,0.337
-0.682,0.278
-0.705,0.295
-0.708,0.291
-0.748,0.349
-0.748,0.341
-0.707,0.291
-0.710,0.294
-0.725,0.313
-0.764,0.343
-0.737,0.312
-0.764,0.385
-0.724,0.325
-0.720,0.317
-0.740,0.325
-0.761,0.361
-0.772,0.365
-0.729,0.316
-0.719,0.289
-0.741,0.310
-0.734,0.319
-0.742,0.304
-0.728,0.298
-0.741,0.323
-0.715,0.267
-0.728,0.276
-0.728,0.266
-0.745,0.288
-0.759,0.331
-0.734,0.303
-0.745,0.295
-0.754,0.300
-0.762,0.301
-0.785,0.356
-0.788,0.391
-0.762,0.335
-0.789,0.373
-0.777,0.334
-0.782,0.339
-0.778,0.385
-0.800,0.377
-0.774,0.328
-0.796,0.360
-0.794,0.363
-0.796,0.362
-0.806,0.412
-0.797,0.346
-0.793,0.331
-0.787,0.339
-0.782,0.313
-0.788,0.332
-0.783,0.348
-0.816,0.387
-0.802,0.340
-0.797,0.339
-0.809,0.346
-0.794,0.341
-0.815,0.381
-0.819,0.390
-0.798,0.363
-0.810,0.376
-0.821,0.405
-0.802,0.356
-0.793,0.359
-0.802,0.373
-0.777,0.349
-0.785,0.371
-0.812,0.410
-0.786,0.355
-0.794,0.374
-0.780,0.366
-0.781,0.361
-0.780,0.381
-0.795,0.385
-0.804,0.389
-0.782,0.400
-0.791,0.404
-0.763,0.373
-0.766,0.382
-0.764,0.359
-0.785,0.408
-0.782,0.403
-0.783,0.399
-0.749,0.373
-0.739,0.359
-0.752,0.372
-0.764,0.383
-0.765,0.401
-0.775,0.415
-0.767,0.402
-0.769,0.411
-0.800,0.436
-0.795,0.437
-0.804,0.484
-0.801,0.491
-0.809,0.473
-0.795,0.459
-0.806,0.495
-0.804,0.463
-0.792,0.472
-0.805,0.490
-0.775,0.454
-0.788,0.476
-0.798,0.485
-0.798,0.504
-0.793,0.490
-0.796,0.466
-0.812,0.506
-0.806,0.501
-0.815,0.525
-0.825,0.539
-0.804,0.512
-0.821,0.530
-0.818,0.529
-0.824,0.528
-0.820,0.522
-0.815,0.518
-0.811,0.497
-0.803,0.480
-0.822,0.509
-0.789,0.474
-0.801,0.490
-0.789,0.476
-0.764,0.449
-0.808,0.494
-0.786,0.454
-0.776,0.438
-0.786,0.456
-0.762,0.439
-0.760,0.424
-0.766,0.419
-0.822,0.494
-0.803,0.468
-0.827,0.518
-0.821,0.522
-0.785,0.495
-0.798,0.514
-0.808,0.516
-0.803,0.507
-0.805,0.526
-0.824,0.557
-0.785,0.461
-0.795,0.459
-0.804,0.476
-0.785,0.450
-0.803,0.473
-0.797,0.495
-0.805,0.486
-0.799,0.465
-0.796,0.443
-0.807,0.455
-0.787,0.442
-0.841,0.527
-0.801,0.475
-0.783,0.455
-0.804,0.477
-0.812,0.503
-0.811,0.483
-0.823,0.525
-0.798,0.505
-0.798,0.485
-0.793,0.462
-0.810,0.505
-0.779,0.469
-0.809,0.529
-0.811,0.520
-0.768,0.478
-0.777,0.447
-0.767,0.458
-0.741,0.444
-0.813,0.525
-0.799,0.500
-0.769,0.482
-0.724,0.400
-0.744,0.433
-0.732,0.436
-0.794,0.505
-0.778,0.473
-0.727,0.463
-0.729,0.420
-0.740,0.442
-0.752,0.447
-0.762,0.470
-0.776,0.486
-0.773,0.463
-0.765,0.429
-0.804,0.494
-0.791,0.461
-0.796,0.498
-0.813,0.531
-0.820,0.515
-0.813,0.500
-0.762,0.472
-0.751,0.451
-0.799,0.490
-0.779,0.515
-0.786,0.517
-0.758,0.471
-0.770,0.480
-0.801,0.490
-0.834,0.554
-0.806,0.505
-0.792,0.520
-0.778,0.477
-0.787,0.476
-0.794,0.486
-0.845,0.528
-0.807,0.531
-0.803,0.521
-0.820,0.532
-0.829,0.528
-0.778,0.454
-0.811,0.495
-0.777,0.467
-0.791,0.489
-0.796,0.460
-0.802,0.483
-0.777,0.472
-0.808,0.487
-0.831,0.548
-0.829,0.538
-0.784,0.481
-0.815,0.530
-0.812,0.519
-0.803,0.485
-0.833,0.517
-0.803,0.505
-0.769,0.450
-0.793,0.500
-0.837,0.541
-0.796,0.472
-0.816,0.519
-0.811,0.509
-0.791,0.502
-0.805,0.528
-0.814,0.525
-0.805,0.507
-0.833,0.546
-0.814,0.517
-0.807,0.532
-0.779,0.538
-0.792,0.548
-0.816,0.521
-0.829,0.549
-0.814,0.539
-0.786,0.526
-0.781,0.531
-0.811,0.572
-0.837,0.562
-0.831,0.569
-0.792,0.528
-0.802,0.531
-0.790,0.530
-0.816,0.581
-0.829,0.581
-0.803,0.572
-0.804,0.538
-0.799,0.538
-0.800,0.531
-0.791,0.518
-0.791,0.538
-0.797,0.537
-0.796,0.518
-0.832,0.582
-0.763,0.505
-0.793,0.518
-0.843,0.599
-0.826,0.586
-0.812,0.527
-0.812,0.569
-0.765,0.536
-0.803,0.521
-0.851,0.600
-0.835,0.586
-0.828,0.562
-0.820,0.576
-0.822,0.595
-0.822,0.559
-0.827,0.563
-0.802,0.584
-0.819,0.580
-0.817,0.580
-0.814,0.581
-0.805,0.563
-0.778,0.545
-0.833,0.635
-0.851,0.648
-0.852,0.663
-0.838,0.651
-0.813,0.630
-0.819,0.602
-0.874,0.705
-0.876,0.708
-0.860,0.698
-0.858,0.709
-0.866,0.716
-0.882,0.739
-0.900,0.774
-0.868,0.768
-0.846,0.828
-0.861,0.839
-0.831,0.826
-0.832,0.819
-0.835,0.867
-0.823,0.865
-0.823,0.869
-0.842,0.885
-0.773,0.848
-0.737,0.838
-0.798,0.869
-0.776,0.865
-0.812,0.860
-0.791,0.861
-0.741,0.839
-0.731,0.836
-0.743,0.859
-0.718,0.846
-0.735,0.835
-0.739,0.844
-0.689,0.821
-0.667,0.815
-0.713,0.848
-0.669,0.833
-0.671,0.847
-0.705,0.851
-0.704,0.837
-0.672,0.829
-0.706,0.862
-0.694,0.851
-0.652,0.867
-0.688,0.877
-0.781,0.869
-0.717,0.865
-0.775,0.875
-0.775,0.878
-0.814,0.892
-0.775,0.887
-0.787,0.884
-0.773,0.872
-0.802,0.887
-0.807,0.885
-0.782,0.879
-0.779,0.875
-0.785,0.889
-0.772,0.891
-0.774,0.881
-0.754,0.877
-0.681,0.852
-0.679,0.847
-0.720,0.834
-0.697,0.825
-0.657,0.834
-0.674,0.833
-0.576,0.808
-0.601,0.804
-0.666,0.820
-0.624,0.828
-0.685,0.811
-0.691,0.825
-0.632,0.845
-0.583,0.822
-0.600,0.809
-0.653,0.834
-0.657,0.818
-0.647,0.833
-0.498,0.800
-0.440,0.795
-0.586,0.820
-0.712,0.870
-0.759,0.849
-0.702,0.861
-0.755,0.864
-0.746,0.870
-0.781,0.868
-0.731,0.870
-0.731,0.866
-0.618,0.870
-0.729,0.878
-0.756,0.847
-0.759,0.858
-0.768,0.864
-0.781,0.862
-0.747,0.861
-0.745,0.855
-0.743,0.821
-0.657,0.812
-0.679,0.802
-0.746,0.833
-0.703,0.826
-0.693,0.829
-0.672,0.794
-0.723,0.784
-0.770,0.818
-0.758,0.817
-0.686,0.803
-0.743,0.826
-0.813,0.813
-0.804,0.790
-0.822,0.814
-0.794,0.826
-0.769,0.813
-0.819,0.836
-0.836,0.796
-0.785,0.753
-0.824,0.797
-0.816,0.783
-0.810,0.789
-0.819,0.788
-0.848,0.784
-0.794,0.754
-0.848,0.801
-0.858,0.812
-0.814,0.794
-0.811,0.796
-0.830,0.744
-0.809,0.727
-0.828,0.762
-0.847,0.780
-0.811,0.750
-0.813,0.747
-0.814,0.672
-0.803,0.662
-0.799,0.698
-0.805,0.686
-0.761,0.662
-0.774,0.668
-0.820,0.672
-0.783,0.639
-0.813,0.716
-0.826,0.671
-0.793,0.652
-0.830,0.673
-0.844,0.668
-0.810,0.641
-0.840,0.702
-0.826,0.666
-0.821,0.664
-0.818,0.668
-0.845,0.682
-0.827,0.661
-0.862,0.722
-0.844,0.664
-0.812,0.654
-0.827,0.669
-0.843,0.666
-0.835,0.653
-0.866,0.705
-0.849,0.679
-0.838,0.657
-0.839,0.664
-0.851,0.648
-0.846,0.672
-0.849,0.674
-0.828,0.649
-0.822,0.636
-0.833,0.644
-0.838,0.655
-0.846,0.665
-0.850,0.692
-0.848,0.661
-0.846,0.649
-0.830,0.636
-0.835,0.642
-0.855,0.668
-0.866,0.701
-0.865,0.675
-0.842,0.664
-0.845,0.647
-0.874,0.702
-0.863,0.674
-0.872,0.718
-0.863,0.670
-0.846,0.655
-0.839,0.642
-0.864,0.667
-0.871,0.688
-0.859,0.689
-0.860,0.671
-0.855,0.677
-0.855,0.671
-0.867,0.680
-0.862,0.670
-0.850,0.683
-0.873,0.703
-0.862,0.677
-0.858,0.700
-0.875,0.706
-0.872,0.697
-0.864,0.698
-0.866,0.688
-0.845,0.671
-0.851,0.698
-0.866,0.703
-0.861,0.686
-0.819,0.683
-0.835,0.685
-0.806,0.669
-0.820,0.686
-0.837,0.702
-0.844,0.703
-0.820,0.674
-0.850,0.693
-0.827,0.648
-0.831,0.669
-0.839,0.672
-0.849,0.684
-0.835,0.662
-0.849,0.668
-0.823,0.629
-0.814,0.632
-0.826,0.615
-0.734,0.498
-0.740,0.521
-0.854,0.647
-0.848,0.652
-0.847,0.640
-0.849,0.639
-0.814,0.588
-0.800,0.623
-0.869,0.693
-0.854,0.681
-0.846,0.678
-0.862,0.690
-0.846,0.675
-0.873,0.725
-0.886,0.733
-0.871,0.714
-0.863,0.716
-0.878,0.723
-0.830,0.699
-0.845,0.716
-0.885,0.752
-0.873,0.715
-0.861,0.707
-0.876,0.715
-0.854,0.662
-0.859,0.695
-0.871,0.721
-0.850,0.692
-0.842,0.670
-0.851,0.673
-0.819,0.630
-0.845,0.684
-0.876,0.722
-0.832,0.650
-0.818,0.636
-0.839,0.647
-0.755,0.594
-0.780,0.628
-0.824,0.662
-0.822,0.639
-0.811,0.619
-0.847,0.660
-0.694,0.529
-0.764,0.613
-0.839,0.654
-0.838,0.668
-0.821,0.652
-0.847,0.655
-0.824,0.640
-0.848,0.668
-0.847,0.671
-0.843,0.669
-0.836,0.656
-0.857,0.670
-0.845,0.659
-0.842,0.667
-0.827,0.642
-0.831,0.659
-0.824,0.645
-0.845,0.653
-0.846,0.662
-0.855,0.648
-0.832,0.636
-0.848,0.660
-0.845,0.644
-0.847,0.634
-0.841,0.642
-0.844,0.635
-0.847,0.638
-0.836,0.644
-0.847,0.654
-0.847,0.623
-0.842,0.646
-0.851,0.644
-0.838,0.624
-0.827,0.618
-0.823,0.625
-0.831,0.620
-0.823,0.632
-0.847,0.665
-0.847,0.651
-0.831,0.639
-0.822,0.630
-0.821,0.596
-0.790,0.599
-0.817,0.630
-0.819,0.622
-0.828,0.625
-0.819,0.621
-0.826,0.602
-0.812,0.617
-0.836,0.650
-0.821,0.627
-0.818,0.613
-0.818,0.623
-0.799,0.564
-0.772,0.592
-0.822,0.629
-0.789,0.588
-0.809,0.592
-0.813,0.614
-0.797,0.570
-0.785,0.597
-0.832,0.656
-0.802,0.587
-0.808,0.588
-0.806,0.610
-0.818,0.582
-0.814,0.596
-0.841,0.641
-0.833,0.623
-0.842,0.638
-0.833,0.652
-0.836,0.602
-0.816,0.589
-0.822,0.619
-0.824,0.609
-0.838,0.635
-0.848,0.635
-0.835,0.622
-0.827,0.627
-0.835,0.650
-0.822,0.629
-0.843,0.681
-0.839,0.658
-0.826,0.645
-0.823,0.652
-0.844,0.670
-0.821,0.639
-0.835,0.653
-0.831,0.644
-0.828,0.655
-0.806,0.637
-0.839,0.661
-0.816,0.639
-0.835,0.671
-0.840,0.670
-0.841,0.678
-0.843,0.673
-0.854,0.675
-0.845,0.667
-0.832,0.674
-0.838,0.666
-0.849,0.688
-0.830,0.668
-0.855,0.680
-0.857,0.706
-0.863,0.703
-0.854,0.684
-0.853,0.685
-0.860,0.685
-0.863,0.683
-0.883,0.728
-0.852,0.671
-0.831,0.620
-0.871,0.681
-0.865,0.682
-0.884,0.684
-0.883,0.705
-0.842,0.636
-0.842,0.628
-0.861,0.650
-0.867,0.645
-0.864,0.647
-0.873,0.662
-0.852,0.612
-0.867,0.632
-0.864,0.640
-0.847,0.608
-0.876,0.640
-0.879,0.655
-0.862,0.602
-0.860,0.614
-0.843,0.584
-0.852,0.574
-0.864,0.595
-0.885,0.643
-0.859,0.591
-0.861,0.597
-0.858,0.599
-0.857,0.603
-0.879,0.609
-0.864,0.628
-0.858,0.594
-0.860,0.611
-0.838,0.583
-0.857,0.582
-0.864,0.610
-0.862,0.631
-0.875,0.642
-0.865,0.640
-0.844,0.604
-0.819,0.569
-0.846,0.603
-0.853,0.626
-0.868,0.610
-0.876,0.655
-0.846,0.613
-0.863,0.595
-0.878,0.636
-0.871,0.637
-0.892,0.670
-0.889,0.660
-0.880,0.641
-0.878,0.621
-0.907,0.661
-0.893,0.656
-0.906,0.676
-0.908,0.702
-0.879,0.645
-0.887,0.624
-0.894,0.658
-0.894,0.658
-0.893,0.647
-0.896,0.654
-0.886,0.633
-0.878,0.610
-0.896,0.648
-0.890,0.655
-0.899,0.651
-0.886,0.629
-0.889,0.636
-0.895,0.633
-0.896,0.649
-0.895,0.646
-0.908,0.660
-0.900,0.642
-0.891,0.622
-0.877,0.600
-0.909,0.666
-0.896,0.648
-0.899,0.648
-0.904,0.671
-0.886,0.629
-0.901,0.641
-0.904,0.666
-0.896,0.665
-0.903,0.675
-0.907,0.669
-0.897,0.687
-0.901,0.689
-0.906,0.719
-0.898,0.747
-0.907,0.772
-0.909,0.775
-0.889,0.789
-0.904,0.804
-0.898,0.798
-0.894,0.808
-0.890,0.810
-0.894,0.810
-0.889,0.767
-0.883,0.776
-0.892,0.760
-0.876,0.782
-0.882,0.808
-0.878,0.791
-0.880,0.743
-0.898,0.776
-0.873,0.751
-0.860,0.752
-0.859,0.759
-0.877,0.758
-0.895,0.770
-0.888,0.788
-0.890,0.786
-0.871,0.797
-0.832,0.789
-0.853,0.822
-0.835,0.792
-0.882,0.844
-0.846,0.746
-0.832,0.727
-0.784,0.773
-0.806,0.801
-0.804,0.817
-0.826,0.846
-0.834,0.771
-0.783,0.752
-0.780,0.696
-0.788,0.713
-0.770,0.735
-0.788,0.756
-0.759,0.703
-0.752,0.712
-0.693,0.658
-0.742,0.702
-0.730,0.650
-0.763,0.696
-0.753,0.648
-0.737,0.646
-0.671,0.592
-0.703,0.641
-0.683,0.552
-0.693,0.566
-0.701,0.561
-0.702,0.560
-0.684,0.544
-0.701,0.553
-0.678,0.607
-0.632,0.568
-0.703,0.587
-0.672,0.580
-0.677,0.554
-0.682,0.572
-0.644,0.564
-0.687,0.590
-0.706,0.578
-0.728,0.591
-0.690,0.536
-0.692,0.527
-0.685,0.559
-0.645,0.572
-0.680,0.519
-0.661,0.501
-0.675,0.474
-0.664,0.471
-0.653,0.496
-0.659,0.499
-0.693,0.514
-0.684,0.537
-0.685,0.480
-0.704,0.488
-0.741,0.526
-0.691,0.471
-0.731,0.522
-0.686,0.506
-0.703,0.499
-0.719,0.496
-0.712,0.486
-0.726,0.488
-0.685,0.482
-0.710,0.489
-0.732,0.489
-0.740,0.466
-0.764,0.508
-0.737,0.474
-0.753,0.489
-0.717,0.467
-0.766,0.525
-0.721,0.506
-0.720,0.488
-0.709,0.489
-0.747,0.477
-0.755,0.469
-0.772,0.532
-0.755,0.496
-0.764,0.552
-0.732,0.510
-0.752,0.475
-0.725,0.451
-0.731,0.465
-0.705,0.450
-0.734,0.450
-0.751,0.477
-0.745,0.474
-0.759,0.476
-0.736,0.487
-0.765,0.465
-0.759,0.506
-0.729,0.486
-0.749,0.494
-0.743,0.499
-0.759,0.483
-0.779,0.522
-0.783,0.512
-0.815,0.576
-0.764,0.492
-0.778,0.491
-0.748,0.489
-0.768,0.486
-0.767,0.532
-0.770,0.537
-0.788,0.507
-0.760,0.494
-0.793,0.494
-0.807,0.533
-0.776,0.494
-0.787,0.531
-0.765,0.504
-0.777,0.509
-0.768,0.509
-0.800,0.503
-0.768,0.528
-0.750,0.514
-0.775,0.512
-0.745,0.494
-0.749,0.474
-0.716,0.471
-0.719,0.468
-0.751,0.530
-0.742,0.507
-0.743,0.491
-0.759,0.497
-0.768,0.476
-0.777,0.523
-0.775,0.520
-0.750,0.470
-0.757,0.517
-0.759,0.486
-0.758,0.507
-0.724,0.462
-0.729,0.467
-0.698,0.441
-0.746,0.497
-0.721,0.486
-0.726,0.445
-0.698,0.471
-0.694,0.449
-0.718,0.476
-0.725,0.510
-0.712,0.445
-0.721,0.469
-0.711,0.441
-0.737,0.483
-0.704,0.450
-0.749,0.510
-0.693,0.459
-0.703,0.441
-0.717,0.472
-0.719,0.468
-0.733,0.484
-0.723,0.481
-0.738,0.478
-0.749,0.485
-0.733,0.485
-0.716,0.473
-0.740,0.480
-0.771,0.535
-0.745,0.534
-0.752,0.488
-0.746,0.494
-0.732,0.464
-0.771,0.498
-0.735,0.506
-0.736,0.476
-0.716,0.474
-0.688,0.425
-0.731,0.460
-0.751,0.460
-0.743,0.487
-0.742,0.490
-0.775,0.494
-0.737,0.476
-0.737,0.463
-0.738,0.433
-0.713,0.436
-0.752,0.482
-0.769,0.490
-0.721,0.411
-0.721,0.448
